'amount_of_ppl'; 'time_of_day'; 'second_of_day'
1; 90676800.0
0; 90680520.5
0; 90684241.0
0; 90687961.50000001
0; 90691682.0
0; 90695402.5
0; 90699123.0
0; 90702843.49999999
0; 90706564.0
0; 90710284.5
0; 90714005.0
0; 90717725.5
0; 90721446.0
0; 90725166.5
0; 90728887.0
0; 90732607.5
0; 90736328.0
0; 90740048.50000001
0; 90743769.00000001
0; 90747489.5
0; 90751209.99999999
0; 90754930.49999999
0; 90758651.0
0; 90762371.5
0; 90766092.0
0; 90769812.5
0; 90773533.0
0; 90777253.5
0; 90780974.0
0; 90784694.5
0; 90788415.0
0; 90792135.5
0; 90795856.00000001
0; 90799576.5
0; 90803297.0
0; 90807017.49999999
0; 90810738.0
0; 90814458.5
0; 90818179.0
0; 90821899.5
0; 90825620.0
0; 90829340.5
1; 90833061.0
0; 90836781.5
0; 90840502.0
0; 90844222.5
0; 90847943.0
0; 90851663.5
0; 90855384.0
0; 90859104.5
0; 90862824.99999999
0; 90866545.5
0; 90870266.0
0; 90873986.5
0; 90877707.0
0; 90881427.5
0; 90885148.0
0; 90888868.5
0; 90892589.0
0; 90896309.5
0; 90900030.0
0; 90903750.5
0; 90907471.0
0; 90911191.5
0; 90914912.0
0; 90918632.5
0; 90922353.0
0; 90926073.5
0; 90929794.0
0; 90933514.5
0; 90937235.00000001
0; 90940955.5
0; 90944676.0
0; 90948396.5
0; 90952116.99999999
0; 90955837.5
0; 90959558.0
0; 90963278.5
0; 90966999.0
0; 90970719.5
0; 90974440.0
0; 90978160.5
0; 90981881.0
0; 90985601.5
0; 90989322.00000001
0; 90993042.50000001
0; 90996763.0
0; 91000483.49999999
0; 91004203.99999999
0; 91007924.5
0; 91011645.0
0; 91015365.5
0; 91019086.0
0; 91022806.5
0; 91026527.0
0; 91030247.5
0; 91033968.0
0; 91037688.5
0; 91041409.0
0; 91045129.50000001
0; 91048850.0
0; 91052570.5
0; 91056290.99999999
0; 91060011.5
0; 91063732.0
0; 91067452.5
0; 91071173.0
0; 91074893.5
0; 91078614.00000001
0; 91082334.5
0; 91086055.0
0; 91089775.5
0; 91093496.0
0; 91097216.5
0; 91100937.0
0; 91104657.5
